Week;El_App_WT
168;18.45309
169;19.21864
170;29.52837
171;53.52781
172;63.41665
173;62.74232
174;73.24768
175;84.81228
176;72.89962
177;68.64864
178;63.42180
179;63.18129
180;74.18992
181;87.54184
182;91.57366
183;77.51604
184;54.64571
185;50.12512
186;55.40688
187;66.46190
188;62.42715
189;59.19842
190;72.24526
191;59.59220
192;49.49890
193;32.16447
194;34.03939
195;44.41082
196;57.57691
197;63.89998
198;85.93074
199;94.47567
200;95.81066
201;100.86221
202;92.07364
203;72.97279
204;69.11687
205;76.46363
206;65.15677
207;70.52418
208;61.55424
209;62.03737
210;75.17779
211;72.11859
212;73.60710
213;48.16911
214;28.41344
215;37.51755
216;46.36553
217;31.21592
218;27.98434
219;24.25001
220;35.88837
221;34.11810
222;44.87934
223;53.94600
224;36.64618
225;20.56401
226;12.87216
227;23.25310
228;24.99880
229;37.42467
230;36.56297
231;41.55738
232;19.92503
233;23.46727
234;19.45253
235;9.44204
236;15.15583
237;12.11138
238;11.54701
239;12.50142
240;17.52469
241;24.31497
242;46.63291
243;49.49953
244;43.94459
245;28.00463
246;16.14606
247;36.19195
248;47.61085
249;32.15215
250;26.70531
251;34.07625
252;28.08412
253;44.54415
254;69.02318
255;87.42358
256;90.73145
257;91.21950
258;80.67615
259;67.75293
260;58.30174
261;66.12780
262;41.61538
263;44.53001
264;34.91496
265;12.84003
266;12.00023
267;15.48847
268;23.76832
269;13.51702
270;8.12512
271;15.00302
272;7.96336
273;17.15073
274;16.90050
275;17.43258
276;42.86893
277;37.71954
278;56.52641
279;63.44054
280;77.03473
281;84.53622
282;105.38457
283;123.42287
284;124.56705
285;129.63291
286;131.17054
287;148.29904
288;151.60199
289;145.39186
290;151.57996
291;161.69114
292;171.07091
293;167.96514
294;159.88253
295;162.35316
296;164.42761
297;177.04178
298;188.40747
299;194.05094
300;188.79975
301;173.00477
302;173.80300
303;173.93685
304;165.19369
305;176.65096
306;184.92924
307;172.88055
308;161.80228
309;168.56501
310;175.72097
311;188.19607
312;184.25325
313;148.43577
314;116.35199
315;106.81990
316;103.08119
317;84.76126
318;75.75717
319;74.21895
320;73.08541
321;79.53911
322;93.45426
323;112.09200
324;120.25975
325;112.90733
326;99.42711
327;85.29095
328;83.58727
329;77.84871
330;70.74563
331;55.55436
332;66.10107
333;81.87474
334;81.79002
335;83.24510
336;67.61870
337;75.27310
338;71.47011
339;70.56433
340;42.47518
341;53.16215
342;50.36343
343;61.35086
344;66.02700
345;59.28096
346;57.31555
347;74.04133
348;76.99134
349;90.46068
350;89.46609
351;66.36720
352;55.56884
353;51.92834
354;39.49879
355;29.67349
356;22.98552
357;11.40163
358;13.37033
359;10.48844
360;10.00815
361;15.14193
362;14.03594
363;26.98030
364;38.67715
365;44.58873
366;40.22317
367;29.88448
368;23.62360
369;45.28389
370;56.01079
371;48.22036
372;74.48871
373;81.00780
374;90.06937
375;82.69812
376;84.07414
377;105.26433
378;109.98244
379;94.44287
380;73.89996
381;98.69534
382;100.60028
383;109.19104
384;113.55752
385;116.20309
386;113.38313
387;110.67133
388;107.88475
389;112.31215
390;92.59103
391;96.38598
392;116.73745
393;113.16428
394;125.88369
395;131.42611
396;135.34292
397;128.94418
398;101.53252
399;91.36934
400;89.09524
401;82.38031
402;83.83566
403;62.54998
404;64.43085
405;58.34796
406;35.91380
407;27.49279
408;18.19180
409;16.37997
410;13.04731
411;13.48753
412;15.83699
413;22.66132
414;27.85215
415;11.55856
416;20.05890
417;18.68892
418;13.23465
419;14.85850
420;12.61539
421;17.98101
422;9.79394
423;11.27296
424;34.06900
425;37.31957
426;37.14113
427;60.13927
428;52.39617
429;67.11828
430;79.19591
431;72.56997
432;71.87430
433;76.06612
434;77.62223
435;87.14898
436;101.31426
437;118.50558
438;131.84350
439;143.85732
440;152.83437
441;167.63553
442;157.53720
443;149.38854
444;141.49063
445;139.01781
446;135.30276
447;147.65462
448;141.70518
449;140.44578
450;164.02760
451;170.48952
452;171.17943
453;164.21547
454;176.91384
455;180.45428
456;178.83018
457;188.38605
458;177.65649
459;166.10341
460;167.69346
461;169.43512
462;144.95380
463;148.91800
464;146.16927
465;130.23508
466;129.47122
467;133.80382
468;118.13628
469;122.52074
470;106.15959
471;109.69096
472;103.86150
473;108.51603
474;118.39994
475;139.77166
476;156.90678
477;150.12966
478;137.67324
479;122.85317
480;118.18436
481;108.69022
482;105.38509
483;111.29807
484;103.38289
485;111.56267
486;108.80289
487;105.51363
488;110.63870
489;95.77880
490;90.33112
491;105.58772
492;93.11056
493;67.11335
494;77.54222
495;79.75454
496;83.35068
497;67.83803
498;65.02933
499;67.78049
500;68.34926
501;65.78032
502;69.23932
503;83.38554
504;72.57773
505;63.27359
506;37.31446
507;16.03567
508;9.38004
509;14.86212
510;26.71178
511;37.85345
512;39.11273
513;60.58184
514;66.60936
515;50.16446
516;30.89353
517;29.16047
518;36.15624
519;48.09164
520;70.77406
521;82.99488
522;98.78452
523;94.20073
524;102.98804
525;107.23949
526;117.53859
527;129.40373
528;133.65955
529;142.37667
530;153.70755
531;160.00967
532;166.25839
533;158.15967
534;155.81254
535;156.65897
536;160.10354
537;169.23840
538;172.62722
539;171.94377
540;143.59627
541;146.05973
542;147.37782
543;132.04272
544;142.64776
545;149.97885
546;150.66461
547;139.38746
548;139.69620
549;137.83744
550;142.44018
551;154.37775
552;149.93141
553;151.62887
554;145.52847
555;114.53642
556;94.63303
557;79.05459
558;79.99806
559;75.55925
560;60.74882
561;25.17218
562;24.61464
563;44.12019
564;55.34518
565;56.95698
566;34.38213
567;26.30197
568;21.12181
569;9.89072
570;7.79998
571;16.65457
572;27.82634
573;28.98921
574;12.48650
575;9.47783
576;15.76870
577;9.40875
578;18.67593
579;20.38644
580;16.11138
581;17.54414
582;24.49408
583;17.07831
584;15.84702
585;13.06837
586;18.97602
587;17.01474
588;16.13249
589;26.16499
590;21.51474
591;29.70235
592;40.90157
593;37.77103
594;20.75681
595;8.88763
596;18.13486
597;24.84577
598;40.85653
599;55.64886
600;52.17526
601;41.56677
602;55.54077
603;56.29942
604;67.06446
605;70.87197
606;67.45089
607;79.07550
608;86.17710
609;66.15339
610;49.75918
611;55.15154
612;59.31702
613;67.66965
614;79.98931
615;90.96714
616;88.67245
617;102.52289
618;81.31399
619;78.02869
620;74.38663
621;76.16462
622;84.92775
623;65.75553
624;67.16591
625;86.87245
626;89.04104
627;103.67437
628;108.32211
629;113.43653
630;99.09202
631;102.69223
632;111.59880
633;109.58504
634;121.41081
635;134.30722
636;147.26110
637;152.97365
638;161.03062
639;157.77316
640;172.28838
641;161.36817
642;145.77513
643;154.07870
644;157.48351
645;150.75285
646;151.99725
647;159.60345
648;138.51789
649;158.39857
650;159.47009
651;167.81166
652;165.36927
653;158.57751
654;162.85842
655;173.51975
656;170.02634
657;171.16871
658;167.46334
659;166.74155
660;177.22323
661;179.76301
662;193.46677
663;180.45925
664;185.65068
665;182.04620
666;165.86299
667;165.47148
668;162.63916
669;174.63245
670;177.58157
671;159.25134
672;162.32984
673;159.26098
674;161.75413
675;161.81870
676;183.09385
677;163.52237
678;163.12043
679;177.93147
680;181.10826
681;187.72186
682;181.53585
683;158.61946
684;131.06649
685;145.90218
686;143.04406
687;150.51525
688;139.45866
689;121.88258
690;136.00826
691;145.72630
692;150.97362
693;148.59512
694;145.53160
695;130.90383
696;139.76236
697;119.13889
698;127.98320
699;114.55929
700;88.73440
701;77.17260
702;61.94116
703;51.84725
704;50.86055
705;46.25870
706;55.89245
707;50.44102
708;35.18942
709;46.88313
710;51.63278
711;45.12943
712;46.57440
713;59.48937
714;51.64222
715;54.97847
716;65.70034
717;72.93757
718;81.45207
719;73.17567
720;86.41845
721;80.42691
722;73.25579
723;69.02566
724;63.93673
725;75.30475
726;94.07253
727;91.12634
728;103.90577
729;102.70618
730;101.92319
731;123.72729
732;133.91230
733;124.19492
734;120.51499
735;116.93974
736;120.86207
737;100.56883
738;91.99270
739;124.00150
740;137.14147
741;157.56071
742;160.87371
743;163.55568
744;166.93337
745;165.62598
746;158.73376
747;139.94505
748;133.81850
749;147.79521
750;159.87270
751;158.98795
752;153.57781
753;158.63475
754;152.63091
755;147.40639
756;153.99619
757;164.80805
758;156.63677
759;145.32934
760;142.01658
761;143.90389
762;167.34879
763;179.59874
764;177.06468
765;179.59813
766;164.19262
767;144.38725
768;126.15887
769;103.73792
770;130.27183
771;134.42071
772;128.11165
773;125.54886
774;125.52553
775;134.16894
776;156.87036
777;171.18366
778;174.11571
779;176.58716
780;193.60965
781;199.52146
782;186.38725
783;175.42781
784;168.82943
785;172.34151
786;174.47127
787;159.34070
788;168.67832
789;171.55805
790;179.89135
791;198.40880
792;198.83645
793;198.73141
794;205.20543
795;213.36055
796;215.12025
797;203.24489
798;214.99688
799;213.19170
800;224.26911
801;223.60685
802;229.27709
803;234.08686
804;229.51474
805;238.86975
806;266.68094
807;256.75946
808;260.90124
809;271.14295
810;257.22735
811;249.55717
812;242.73947
813;241.99901
814;226.50809
815;228.32449
816;217.85412
817;200.85422
818;194.50908
819;180.07402
820;168.78630
821;165.95653
822;175.37475
823;196.82435
824;211.59885
825;223.72500
826;219.62066
827;225.09620
828;227.96949
829;233.73188
830;253.75403
831;258.09805
832;262.43643
833;255.04402
834;247.11285
835;253.95184
836;274.53040
837;288.47814
838;285.70569
839;277.99372
840;278.93972
841;275.42119
842;257.71871
843;247.76619
844;250.00093
845;243.02057
846;251.72361
847;250.82567
848;259.82813
849;226.63077
850;214.71887
851;224.36125
852;226.83483
853;233.04987
854;212.96067
855;188.73528
856;178.65841
857;180.89630
858;186.15150
859;204.39062
860;220.33094
861;223.04319
862;220.84686
863;240.28739
864;258.88405
865;272.52734
866;267.17803
867;252.25578
868;251.40550
869;253.13835
870;250.00033
871;246.34671
872;223.01516
873;201.67351
874;186.19537
875;181.05844
876;197.08936
877;201.70864
878;206.53031
879;172.31359
880;164.98210
881;166.39347
882;167.97936
883;164.92030
884;147.69535
885;130.51030
886;124.11153
887;103.81900
888;123.23882
889;125.59517
890;125.18507
891;141.32348
892;145.36871
893;156.97557
894;158.89796
895;152.95568
896;142.22111
897;115.96998
898;111.62631
899;105.92456
900;118.21602
901;105.55095
902;108.42951
903;90.29214
904;103.30202
905;101.88941
906;98.45580
907;79.65545
908;97.51321
909;113.60138
910;122.05343
911;136.60446
912;159.94159
913;166.03633
914;150.30772
915;147.66849
916;144.91012
917;156.54805
918;151.94791
919;141.78857
920;147.48929
921;129.46600
922;136.30034
923;140.21782
924;129.80147
925;133.03177
926;138.50072
927;142.95470
928;117.40162
929;102.86834
930;103.63405
931;98.87439
932;122.41632
933;98.68162
934;97.00882
935;98.79685
936;109.71335
937;127.35103
938;126.40338
939;136.01023
940;138.01602
941;140.20375
942;121.73685
943;134.57276
944;140.22196
945;141.72210
946;144.90821
947;136.36301
948;133.74789
949;133.15440
950;134.64159
951;131.63653
952;129.04652
953;122.85311
954;133.67804
955;121.12954
956;129.87941
957;127.07453
958;137.01900
959;139.12057
960;132.50686
961;139.46471
962;139.49058
963;155.98890
964;153.18691
965;159.52101
966;165.02135
967;179.83302
968;181.36118
969;176.84269
970;180.38535
971;185.01138
972;204.70070
973;203.66345
974;190.78452
975;179.87301
976;174.44170
977;180.76568
978;172.61085
979;167.36873
980;180.81351
981;192.53744
982;205.73453
983;221.45173
984;220.00940
985;234.10608
986;220.90467
987;229.26344
988;243.47714
989;240.43808
990;239.87732
991;236.84886
992;222.57566
993;209.33007
994;227.65269
995;225.57535
996;213.82379
997;233.19343
998;240.55030
999;237.55867
1000;251.73444
1001;240.25652
1002;235.46878
1003;229.16513
1004;224.77499
1005;194.82212
1006;184.47540
1007;177.47253
1008;155.79762
1009;154.82793
1010;151.81045
1011;140.78185
1012;135.93354
1013;128.33911
1014;130.30711
1015;137.06602
1016;143.88979
1017;169.26782
1018;161.54992
1019;167.70167
1020;158.86421
1021;154.55088
1022;148.62600
1023;151.72220
1024;140.70902
1025;137.54316
1026;128.35028
1027;110.49311
1028;112.33241
1029;115.40655
1030;110.92947
1031;116.82033
1032;130.24579
1033;137.17679
1034;142.51888
1035;124.26399
1036;105.41725
1037;106.02283
1038;87.67734
1039;80.63228
1040;74.92994
1041;76.55283
1042;100.61465
1043;96.88689
1044;105.48252
1045;117.71462
1046;118.86334
1047;113.38837
1048;135.66795
1049;127.87802
1050;129.38320
1051;109.28538
1052;115.50186
1053;127.69534
1054;114.77464
1055;131.29322
1056;121.96771
1057;101.33990
1058;99.30211
1059;92.88824
1060;82.30977
1061;92.80028
1062;106.38868
1063;93.05465
1064;76.07669
1065;83.66705
1066;94.10253
1067;95.14094
1068;97.75884
1069;93.82294
1070;79.48072
1071;68.08841
1072;97.31289
1073;85.01158
1074;66.22144
1075;76.69036
1076;89.15956
1077;87.92567
1078;81.80272
1079;72.09880
1080;80.72653
1081;76.54492
1082;76.54402
1083;91.50816
1084;87.48542
1085;80.48673
1086;82.96809
1087;72.85510
1088;66.82309
1089;69.31522
1090;89.57217
1091;101.32559
1092;93.17484
1093;94.70514
1094;102.91006
1095;108.14370
1096;123.12740
1097;132.26371
1098;122.74568
1099;110.58994
1100;88.70209
1101;83.43927
1102;87.47908
1103;97.66742
1104;96.88597
1105;95.12538
1106;72.64577
1107;78.23012
1108;94.90053
1109;110.56725
1110;106.64236
1111;100.99308
1112;84.41736
1113;79.57075
1114;69.39626
1115;51.59596
1116;33.50448
1117;8.99398
1118;18.42006
1119;42.76559
1120;57.86767
1121;71.51435
1122;66.38667
1123;54.49817
1124;64.81044
1125;86.76443
1126;114.25155
1127;114.53083
1128;111.91102
1129;111.76725
1130;89.61528
1131;78.43646
1132;65.71767
1133;49.24597
1134;64.31464
1135;45.67188
1136;43.15534
1137;50.32913
1138;46.83936
1139;57.49490
1140;63.57578
1141;77.82881
1142;75.25333
1143;65.65247
1144;48.58094
1145;46.89182
1146;32.13321
1147;41.75784
1148;44.99534
1149;54.08236
1150;38.26884
1151;31.91788
1152;46.38409
1153;47.83177
1154;29.84934
1155;21.05717
1156;10.35040
1157;13.40787
1158;13.16794
1159;13.66563
1160;8.52409
1161;19.78186
1162;19.20311
1163;56.34477
1164;68.68386
1165;69.65645
1166;38.77491
1167;16.60176
1168;12.01808
1169;21.72231
1170;28.71534
1171;14.53621
1172;12.40887
1173;14.43060
1174;11.29702
1175;10.94652
1176;12.21689
1177;10.66168
1178;15.65151
1179;15.75497
1180;13.77160
1181;7.33793
1182;12.21879
1183;23.28558
1184;27.51887
1185;25.63473
1186;29.09395
1187;21.41048
1188;11.56626
1189;22.53826
1190;22.14976
1191;38.79483
1192;47.42953
1193;48.34014
1194;57.28119
1195;54.27105
1196;68.57887
1197;80.22438
1198;86.77599
1199;89.77781
1200;96.88770
1201;83.05018
1202;95.91698
1203;92.03223
1204;93.70731
1205;81.95282
1206;93.19122
1207;106.72680
1208;93.82949
1209;82.50128
1210;81.61365
1211;96.22967
1212;98.21448
1213;102.14140
1214;114.22096
1215;119.90084
1216;115.80630
1217;112.57593
1218;109.64033
1219;126.73522
1220;130.08806
1221;130.61151
1222;117.71405
1223;109.27097
1224;91.74950
1225;98.22184
1226;101.44822
1227;106.31676
1228;107.25617
1229;109.57595
1230;122.05486
1231;132.71807
1232;133.67742
1233;135.61141
1234;139.22977
1235;118.93320
1236;120.87204
1237;150.00288
1238;161.75265
1239;173.77450
1240;196.64360
1241;201.63058
1242;208.64973
1243;187.99191
1244;165.65373
1245;141.05047
1246;128.16705
1247;137.31052
1248;140.18066
1249;118.36646
1250;129.70836
1251;106.39725
1252;93.11544
1253;88.41107
1254;84.89918
1255;101.56160
1256;100.16719
1257;95.97224
1258;79.88164
1259;72.65466
1260;77.06067
1261;79.66835
1262;68.08308
1263;68.32372
1264;73.06839
1265;73.29434
1266;53.73609
1267;41.51933
1268;16.79833
1269;27.62478
1270;48.97016
1271;55.75036
1272;68.57159
1273;59.51583
1274;17.30476
1275;12.74362
1276;11.89694
1277;14.41604
1278;27.04490
1279;31.85840
1280;31.50346
1281;30.62602
1282;41.64820
1283;32.32124
1284;48.68145
1285;57.35600
1286;69.36118
1287;80.93548
1288;76.59833
1289;80.39225
1290;70.36453
1291;68.09505
1292;71.06434
1293;77.85313
1294;76.77921
1295;87.05600
1296;94.02495
1297;105.36368
1298;135.86919
1299;143.51829
1300;134.00236
1301;115.14053
1302;94.10872
1303;103.32955
1304;92.97252
1305;63.73877
1306;55.29806
1307;57.38661
1308;41.11985
1309;18.31750
1310;13.25771
1311;14.55977
1312;12.30997
1313;26.07465
1314;13.04950
1315;13.72782
1316;15.60546
1317;17.10976
1318;17.71637
1319;45.13585
1320;47.40673
1321;53.27673
1322;56.04873
1323;64.96941
1324;49.47567
1325;52.75724
1326;48.24761
1327;64.43273
1328;77.85774
1329;84.37516
1330;102.30281
1331;106.11561
1332;94.48962
1333;90.15911
1334;82.33206
1335;71.29721
1336;56.99494
1337;54.63324
1338;62.13897
1339;64.65541
1340;73.05566
1341;67.90986
1342;59.80900
1343;56.74967
1344;73.20271
1345;94.49479
1346;91.75707
1347;82.45774
1348;91.48717
1349;102.78227
1350;109.12478
1351;107.31138
1352;107.65257
1353;104.82452
1354;115.37930
1355;108.92930
1356;98.61114
1357;85.63758
1358;94.30282
1359;115.17544
1360;121.90176
1361;144.86395
1362;144.12285
1363;143.43670
1364;167.59213
1365;157.41095
1366;141.58983
1367;123.68670
1368;130.02626
1369;141.75522
1370;140.07553
1371;121.58709
1372;88.43821
1373;93.25185
1374;87.92527
1375;62.44448
1376;55.19203
1377;45.78882
1378;43.23952
1379;44.39871
1380;34.21354
1381;40.31805
1382;56.89279
1383;68.66781
1384;53.39694
1385;34.82291
1386;36.03752
1387;45.06116
1388;45.48066
1389;52.57555
1390;62.58566
1391;50.35233
1392;48.36860
1393;51.46087
1394;39.25866
1395;39.16937
1396;45.10094
1397;70.32887
1398;89.11849
1399;102.92574
1400;100.20250
1401;107.70357
1402;107.18669
1403;91.17124
1404;100.43825
1405;101.11764
1406;129.53678
1407;120.90095
1408;136.17491
1409;151.38031
1410;142.02992
1411;135.62816
1412;135.46615
1413;129.19505
1414;141.22958
1415;117.07254
1416;111.63521
1417;104.41466
1418;110.22799
1419;120.47303
1420;126.60048
1421;123.36886
1422;113.22723
1423;118.67892
1424;112.61475
1425;108.84569
1426;101.22870
1427;94.96777
1428;76.64549
1429;79.73028
1430;69.27801
1431;77.68074
1432;68.72158
1433;69.49120
1434;70.68793
1435;77.66745
1436;73.89122
1437;57.37159
1438;40.05508
1439;30.51757
1440;26.30080
1441;12.03636
1442;9.49407
1443;16.48446
1444;9.47654
1445;16.17313
1446;14.07467
1447;12.18965
1448;10.47338
1449;13.05165
1450;17.11311
1451;10.66842
1452;8.95607
1453;12.89206
1454;10.25600
1455;17.89963
1456;21.67005
1457;27.88239
1458;30.12935
1459;27.64822
1460;23.25860
1461;30.90102
1462;24.19058
1463;36.10541
1464;61.41955
1465;62.88276
1466;84.76082
1467;102.70866
1468;116.83901
1469;137.21584
1470;122.47731
1471;104.40631
1472;93.08003
1473;93.90192
1474;70.67645
1475;79.79241
1476;76.03359
1477;66.33099
1478;56.25527
1479;37.12320
1480;36.57707
1481;47.75671
1482;47.54545
1483;61.02145
1484;65.82470
1485;75.38651
1486;83.50236
1487;72.20245
1488;52.55980
1489;58.47454
1490;56.60621
1491;53.94537
1492;33.96707
1493;27.48560
1494;36.49079
1495;28.98939
1496;32.05398
1497;30.19852
1498;19.87864
1499;9.92807
1500;22.18856
1501;11.15126
1502;11.07664
1503;10.43500
1504;32.28543
1505;54.31137
1506;63.66783
1507;66.13428
1508;39.94492
1509;37.20802
1510;43.61754
1511;49.48353
1512;38.75519
1513;62.04422
1514;64.43870
1515;53.63403
1516;49.94555
1517;32.62551
1518;13.33754
1519;11.95350
1520;12.78590
1521;23.01204
1522;23.65729
1523;15.85767
1524;24.21970
1525;27.33837
1526;21.82451
1527;25.64066
1528;17.12425
1529;13.85556
1530;29.94172
1531;62.08180
1532;64.24384
1533;68.99362
1534;83.98471
1535;111.88101
1536;120.35351
1537;132.25823
1538;132.54331
1539;146.02392
1540;148.86239
1541;156.18824
1542;168.99661
1543;175.37168
1544;194.14931
1545;195.23068
1546;197.90217
1547;206.42198
1548;202.12456
1549;220.90726
1550;221.90218
1551;213.61390
1552;218.46184
1553;212.79045
1554;201.04985
1555;197.83439
1556;191.17323
1557;192.88963
1558;189.03106
1559;181.02705
1560;186.07188
1561;186.83695
1562;177.55512
1563;167.08215
1564;158.81323
1565;165.14515
1566;154.94720
1567;136.56058
1568;123.07948
1569;129.63865
1570;111.03708
1571;114.70062
1572;120.19179
1573;112.63277
1574;111.06264
1575;112.04069
1576;109.08119
1577;104.73043
1578;111.27184
1579;104.26342
1580;77.97098
1581;62.84045
1582;49.20928
1583;44.42707
1584;20.58882
1585;10.02506
1586;11.55678
1587;11.14234
1588;17.46452
1589;34.27647
1590;53.03168
1591;31.38646
1592;34.57001
1593;35.56514
1594;30.38466
1595;29.17423
1596;32.06404
1597;33.96131
1598;27.93269
1599;24.69996
1600;33.23801
1601;47.38226
1602;50.38631
1603;57.05066
1604;61.21901
1605;56.74358
1606;53.85940
1607;60.21067
1608;81.47314
1609;68.60185
1610;59.17758
1611;66.38613
1612;69.28335
1613;72.92923
1614;58.79999
1615;45.39697
1616;44.32030
1617;33.39130
1618;32.61535
1619;43.53395
1620;74.03795
1621;84.94121
1622;88.48958
1623;89.74921
1624;77.66286
1625;74.23218
1626;74.51850
1627;79.61620
1628;89.11500
1629;83.87688
1630;78.93479
1631;63.29806
1632;70.68685
1633;69.56182
1634;50.16855
1635;49.43053
1636;38.41150
1637;22.99526
1638;20.70411
1639;12.23871
1640;18.64618
1641;42.80888
1642;45.28286
1643;53.87134
1644;55.43463
1645;34.71641
1646;12.86707
1647;14.87915
1648;10.87751
1649;11.39105
1650;25.21528
1651;29.05354
1652;17.01309
1653;10.28605
1654;16.07808
1655;9.50605
1656;14.53599
1657;12.14799
1658;11.58112
1659;30.04520
1660;25.53240
1661;16.86165
1662;27.46297
1663;29.97431
1664;33.72485
1665;42.59059
1666;53.71047
1667;91.65896
1668;101.17150
1669;101.57953
1670;107.97318
1671;104.42277
1672;96.53197
1673;82.68054
1674;64.40260
1675;72.15584
1676;58.07167
1677;57.19129
1678;31.61714
1679;30.53555
1680;46.37582
1681;52.69064
1682;62.69939
1683;71.00447
1684;56.44713
1685;57.72581
1686;43.70767
1687;40.02390
1688;29.99309
1689;33.63613
1690;27.14263
1691;28.85344
1692;26.51997
1693;20.21523
1694;10.76626
1695;11.17278
1696;13.30049
1697;9.32915
1698;11.47128
1699;10.71532
1700;19.84194
1701;17.11814
1702;8.00566
1703;14.36706
1704;24.28044
1705;16.66260
1706;14.93446
1707;16.71421
1708;11.94466
1709;13.78036
1710;22.11679
1711;16.65945
1712;7.63318
1713;20.08829
1714;35.00511
1715;26.52654
1716;26.92958
1717;23.32168
1718;13.59789
1719;14.57095
1720;11.90628
1721;17.96748
1722;19.27278
1723;11.21062
1724;15.78692
1725;31.94166
1726;36.16636
1727;71.70969
1728;73.78158
1729;55.98129
1730;38.72593
1731;34.81410
1732;13.18535
1733;12.40485
1734;24.22589
1735;31.65259
1736;18.27244
1737;13.00300
1738;26.30719
1739;33.78265
1740;28.30506
1741;14.03718
1742;20.87839
1743;27.95837
1744;21.54003
1745;20.47221
1746;14.03875
1747;11.33796
1748;14.57842
1749;18.60516
1750;14.17813
1751;6.75739
1752;10.94180
1753;24.92438
1754;35.44215
1755;16.69458
1756;12.37251
1757;8.56798
1758;26.83180
1759;48.89902
1760;55.43088
1761;72.50329
1762;66.65752
1763;38.03808
1764;21.31681
1765;26.15820
1766;23.08237
1767;34.93330
1768;49.75419
1769;48.10171
1770;32.27808
1771;37.37858
1772;55.70538
1773;61.74263
1774;58.41944
1775;62.39351
1776;51.76405
1777;80.95216
1778;83.24678
1779;100.82472
1780;113.56100
1781;121.28983
1782;138.38246
1783;147.42694
1784;135.80314
1785;114.73047
1786;111.11871
1787;99.20038
1788;99.10424
1789;120.58381
1790;118.38336
1791;116.50599
1792;123.02373
1793;114.46133
1794;113.72326
1795;106.77392
1796;102.53122
1797;100.21526
1798;99.73791
1799;91.70966
1800;78.66194
1801;56.75063
1802;59.16057
1803;43.76613
1804;35.22696
1805;57.31696
1806;66.95452
1807;73.49380
1808;61.88761
1809;56.85306
1810;52.12716
1811;36.66205
1812;13.44521
1813;19.31340
1814;34.84629
1815;31.34317
1816;23.90842
1817;27.53586
1818;15.31958
1819;25.38267
1820;16.41668
1821;17.96324
1822;15.72687
1823;18.01623
1824;34.17123
1825;38.60312
1826;40.04104
1827;26.21622
1828;29.46220
1829;35.54283
1830;46.89748
1831;56.43035
1832;35.00633
1833;60.02807
1834;65.15521
1835;48.99037
1836;45.52481
1837;43.89842
1838;15.10611
1839;9.49370
1840;21.87057
1841;10.03721
1842;13.84751
1843;16.37700
1844;23.61186
1845;14.50222
1846;10.66078
1847;11.57195
1848;16.27962
1849;18.15174
1850;21.38687
1851;24.19068
1852;28.27422
1853;36.91559
1854;40.06924
1855;59.67012
1856;70.44138
1857;65.24475
1858;53.59150
1859;32.23472
1860;39.06198
1861;60.63979
1862;75.07332
1863;86.13093
1864;83.33933
1865;91.27143
1866;95.99256
1867;106.16828
1868;110.39025
1869;100.57988
1870;84.57144
1871;71.04951
1872;68.87092
1873;70.94798
1874;65.47255
1875;49.30216
1876;44.52062
1877;27.86813
1878;26.78942
1879;11.36522
1880;6.78880
1881;24.12209
1882;45.94742
1883;58.74145
1884;59.92792
1885;46.73190
1886;56.65862
1887;39.72031
1888;43.83179
1889;42.11810
1890;41.92064
1891;30.42456
1892;22.09825
1893;36.42185
1894;19.63409
1895;25.56232
1896;40.74557
1897;23.54135
1898;24.48919
1899;34.23948
1900;29.12374
1901;15.50170
1902;15.07830
1903;7.99390
1904;15.97512
1905;23.37881
1906;30.61177
1907;32.85393
1908;25.58455
1909;13.01883
1910;13.60517
1911;22.11384
1912;27.17091
1913;19.26584
1914;26.47799
1915;45.17599
1916;45.87973
1917;56.78351
1918;53.03110
1919;39.49578
1920;56.74186
1921;59.25964
1922;68.07522
1923;64.47506
1924;61.77410
1925;47.97686
1926;57.08121
1927;71.90309
1928;64.17285
1929;71.12390
1930;56.22370
1931;65.63825
1932;76.71694
1933;69.85520
1934;91.32005
1935;84.32524
1936;85.87009
1937;82.48909
1938;68.07344
1939;61.51289
1940;75.70523
1941;66.24211
1942;71.68044
1943;76.42766
1944;101.10658
1945;75.62660
1946;71.82245
1947;57.23254
1948;45.80159
1949;46.47261
1950;58.21241
1951;60.16398
1952;53.27586
1953;64.15842
1954;71.21966
1955;83.32779
1956;85.56577
1957;78.52560
1958;76.02098
1959;70.94770
1960;62.27446
1961;51.14357
1962;46.43305
1963;43.01074
1964;51.75611
1965;62.04788
1966;48.95777
1967;49.73029
1968;44.18451
1969;44.54301
1970;60.57541
1971;37.70187
1972;47.59471
1973;39.95418
1974;37.32067
1975;38.63258
1976;40.91663
1977;46.05886
1978;50.89176
1979;47.99667
1980;43.39233
1981;42.57053
1982;39.22770
1983;48.29405
1984;58.88821
1985;60.61073
1986;59.30495
1987;49.87308
1988;47.49721
1989;36.65843
1990;16.39101
1991;12.20993
1992;14.36171
1993;21.75788
1994;21.32909
1995;36.73308
1996;42.35232
1997;37.97008
1998;45.81962
1999;52.52413
2000;62.57444
2001;73.59642
2002;69.66039
2003;85.09591
2004;81.34400
2005;83.94494
2006;87.29242
2007;85.29731
2008;89.28602
2009;104.71948
2010;115.06246
2011;101.76538
2012;105.01141
2013;113.07292
2014;121.87724
2015;145.30322
2016;163.71199
2017;180.31453
2018;189.02648
2019;207.36744
